Input,Answer,Confidence,All answers,Answer_3_classes,ChatGPT-4 5 classes,ChatGPT-4 3 classes,Model_agreement_with_human,model_agreement_with_human_3_classes,ChatGPT-3.5 5 classes,ChatGPT-3.5 3 classes,LLaMA 5 classes,LLaMA 3 classes,LLaMA 70B 5 classes,LLaMA 70B 3 classes,deberta-v3-large-nli_3_classes,Model_agreement_with_human_gpt3.5_turbo,model_agreement_with_human_3_classes_gpt3.5_turbo,Model_agreement_with_human_LLaMA_8B,Model_agreement_with_human_3_classes_LLaMA_8B,Model_agreement_with_human_LLaMA_70B,Model_agreement_with_human_3_classes_LLaMA_70B,Model_agreement_with_human_3_classes_deberta_nli,human_human_agreement,human_crowd_wisdom_agreement,chatgpt4_crowd_wisdom_agreement,chatgpt3_5_crowd_wisdom_agreement,llama_8b_crowd_wisdom_agreement,llama_70b_crowd_wisdom_agreement,chatgpt4_individuals_agreement,chatgpt3_5_individuals_agreement,llama_8b_individuals_agreement,llama_70b_individuals_agreement,Annotator_explanations,Explanations,Who_explained,NLI_ChatGPT4_turbo,Avg_synthetic_agreement,LLaMA 8B 5 runs,LLaMA 70B 5 runs,Llama 8B majority,Llama 70B majority,ChatGPT-3.5 5 runs,ChatGPT-4 5 runs,ChatGPT-3.5 majority,ChatGPT-4 majority,Llama 8B majority 3 class,Llama 70B majority 3 class,ChatGPT-3.5 majority 3 class,ChatGPT-4 majority 3 class,bart_NLI,ChatGPT-4 Confidence,ChatGPT-3.5 Confidence,LLaMA 8B Confidence,LLaMA 70B Confidence
"Text 1: Islamic religious education is to be offered in German in the schools in some regions of the country.

Text 2: Schools must satisfy the demands of the local population.",Consistent,100.0,"['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']",Consistent,Consistent,Consistent,1.0,1.0,Surface contradiction,Consistent,Consistent,Consistent,Consistent,Consistent,Consistent,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,Unrelated,1.0,"['Consistent', 'Consistent', 'Unrelated', 'Unrelated', 'Unrelated']","['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']",Unrelated,Consistent,"['Surface contradiction', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Surface contradiction']","['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Unrelated']",Factual inconsistency,Consistent,Unrelated,Consistent,Inconsistent,Consistent,Inconsistent,80,60,60,100
"Text 1: The extraction of gas from rock layers (fracking) is to be completely banned.

Text 2: Fracking poses a potential threat to groundwater.",Consistent,100.0,"['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']",Consistent,Consistent,Consistent,1.0,1.0,Consistent,Consistent,Consistent,Consistent,Consistent,Consistent,Inconsistent,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Unrelated,1.0,"['Consistent', 'Factual inconsistency', 'Consistent', 'Consistent', 'Consistent']","['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']",Consistent,Consistent,"['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']","['Consistent', 'Consistent', 'Unrelated', 'Unrelated', 'Consistent']",Consistent,Consistent,Consistent,Consistent,Consistent,Consistent,Inconsistent,60,100,80,100
"Text 1: The state should create financial incentives for more farms to switch to ecological agriculture.

Text 2: No more areas should be designated for wind power plants.",Indirect inconsistency,100.0,"['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Inconsistent,Unrelated,Unrelated,0.0,0.0,Factual inconsistency,Inconsistent,Unrelated,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,"[""Text 1 seems to lean into the idea the sustanability is to be achived and the state should actively work towards that goal and although text 2 can coexist logically with text 1 it seems to go in the opposite ideology - that sustainability and therefore renewable energies isn't a priority""]",['v4'],Unrelated,1.0,"['Unrelated', 'Surface contradiction', 'Unrelated', 'Unrelated', 'Unrelated']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Unrelated,Indirect inconsistency,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Surface contradiction', 'Factual inconsistency']","['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Factual inconsistency,Unrelated,Unrelated,Inconsistent,Inconsistent,Unrelated,Inconsistent,100,80,80,100
"Text 1: Community policing improves trust and safety.

Text 2: Police presence should be increased through traditional law enforcement.",Consistent,40.0,"['Factual inconsistency', 'Consistent', 'Consistent', 'Indirect inconsistency', 'Indirect inconsistency']",Consistent,Consistent,Consistent,0.4,0.4,Surface contradiction,Inconsistent,Consistent,Inconsistent,Indirect inconsistency,Inconsistent,Consistent,0.0,0.6,0.4,0.6,0.4,0.6,0.4,0.2,0.0,0.6,0.0,0.6,0.4,0.4,0.0,0.4,0.4,0,"['The two are logical between themselves: since policing improves safety, then, policing should be increased']",['v6'],Unrelated,0.3,"['Consistent', 'Consistent', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Indirect inconsistency,Indirect inconsistency,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Surface contradiction,Indirect inconsistency,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,100,60,100
"Text 1: There should be a general vaccination requirement against Covid-19.

Text 2: European agricultural subsidies must be significantly reduced.",Unrelated,100.0,"['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Unrelated,Unrelated,Unrelated,1.0,1.0,Indirect inconsistency,Unrelated,Unrelated,Inconsistent,Unrelated,Unrelated,Inconsistent,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,Unrelated,1.0,"['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']","['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Unrelated,Unrelated,"['Indirect inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Factual inconsistency,Unrelated,Unrelated,Unrelated,Inconsistent,Unrelated,Consistent,100,80,100,100
"Text 1: Business activities of municipalities should be limited to basic services (e.g. water, gas, electricity, heat).

Text 2: We made a donation to our municipality to promote the local arts scene.",Surface contradiction,60.0,"['Unrelated', 'Surface contradiction', 'Indirect inconsistency', 'Surface contradiction', 'Surface contradiction']",Inconsistent,Unrelated,Unrelated,0.2,0.2,Surface contradiction,Inconsistent,Unrelated,Unrelated,Unrelated,Inconsistent,Inconsistent,0.6,0.8,0.2,0.2,0.2,0.8,0.8,0.3,0.6,0.0,1.0,0.0,0.0,0.2,0.6,0.2,0.2,0,0,0,Unrelated,0.7,"['Unrelated', 'Consistent', 'Unrelated', 'Unrelated', 'Unrelated']","['Unrelated', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Unrelated,Indirect inconsistency,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Factual inconsistency']","['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Surface contradiction,Unrelated,Unrelated,Inconsistent,Inconsistent,Unrelated,Inconsistent,100,80,80,80
"Text 1: We support granting exceptions for clubs in the city center from nighttime noise restrictions.

Text 2: The nighttime rest of the residents is a greater good than the nighttime entertainment, especially from tourists.",Surface contradiction,80.0,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Factual inconsistency', 'Surface contradiction']",Inconsistent,Indirect inconsistency,Inconsistent,0.0,1.0,Factual inconsistency,Inconsistent,Factual inconsistency,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.2,1.0,0.2,1.0,0.0,1.0,1.0,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0,"['If clubs in the city center are freed from nighttime noise restrictions, it can not allign with the policy of prioritizing the rest of residents, since these clubs will probably create a lot of noise and will not allow residents to have a normal rest.']",['v7'],Contradiction,1.0,"['Factual inconsistency', 'Surface contradiction', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,"['Factual inconsistency', 'Surface contradiction', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,80,80,100
"Text 1: Unemployment benefit recipients are already living on the poverty line, we consider further cuts and reductions unethical.

Text 2: Recipients of unemployment benefit should have their aid reduced if they reject job offers.",Surface contradiction,80.0,"['Indirect inconsistency', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Inconsistent,Indirect inconsistency,Inconsistent,0.2,1.0,Factual inconsistency,Inconsistent,Factual inconsistency,Inconsistent,Consistent,Inconsistent,Inconsistent,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.6,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0,['Text A is against reducing unemployment benefits. Text B supports reducing unemployment benefits. There is a clear contradiction between both.'],['v8'],Contradiction,1.0,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Consistent', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,100,100,80
"Text 1: The separation between state and religion should be consistently enforced.

Text 2: We support the training of Berlin teachers for Islamic religious education at German universities.",Surface contradiction,60.0,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Factual inconsistency', 'Factual inconsistency']",Inconsistent,Indirect inconsistency,Consistent,0.0,0.0,Surface contradiction,Inconsistent,Indirect inconsistency,Inconsistent,Indirect inconsistency,Inconsistent,Inconsistent,0.6,1.0,0.0,1.0,0.0,1.0,1.0,0.4,0.6,0.0,1.0,0.0,0.0,0.0,0.6,0.0,0.0,0,0,0,Unrelated,0.7,"['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Indirect inconsistency,Indirect inconsistency,"['Surface contradiction', 'Factual inconsistency', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']",Surface contradiction,Consistent,Inconsistent,Inconsistent,Inconsistent,Consistent,Inconsistent,100,80,100,100
"Text 1: We advocate for a legal right to work from home.

Text 2: We believe that online education has significantly decreased the quality of life of students.",Unrelated,60.0,"['Unrelated', 'Unrelated', 'Indirect inconsistency', 'Unrelated', 'Indirect inconsistency']",Unrelated,Unrelated,Unrelated,0.6,0.6,Factual inconsistency,Inconsistent,Factual inconsistency,Unrelated,Indirect inconsistency,Inconsistent,Inconsistent,0.0,0.4,0.0,0.6,0.4,0.4,0.4,0.4,0.6,1.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0,0,0,Unrelated,0.7,"['Factual inconsistency', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Unrelated,Indirect inconsistency,"['Factual inconsistency', 'Factual inconsistency', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Surface contradiction,Unrelated,Unrelated,Inconsistent,Inconsistent,Unrelated,Inconsistent,100,60,80,100
"Text 1: To combat terrorism, the armed forces should also be deployable domestically.

Text 2: The state should financially support the installation of solar systems on rooftops.",Unrelated,100.0,"['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Unrelated,Unrelated,Unrelated,1.0,1.0,Indirect inconsistency,Unrelated,Unrelated,Unrelated,Unrelated,Unrelated,Inconsistent,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,"['Text 1 discusses the domestic deployment of armed forces to combat terrorism, while Text 2 advocates for financial support for solar systems. The two topics do not intersect. ']",['v7'],Unrelated,1.0,"['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']","['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Unrelated,Unrelated,"['Indirect inconsistency', 'Indirect inconsistency', 'Factual inconsistency', 'Indirect inconsistency', 'Surface contradiction']","['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Indirect inconsistency,Unrelated,Unrelated,Unrelated,Inconsistent,Unrelated,Consistent,100,60,100,100
"Text 1: We advocate for the reinstatement of the wealth tax.

Text 2: A wealth tax would harm the economy and prosperity in Germany.",Surface contradiction,80.0,"['Factual inconsistency', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Inconsistent,Surface contradiction,Inconsistent,0.8,1.0,Factual inconsistency,Inconsistent,Factual inconsistency,Inconsistent,Surface contradiction,Inconsistent,Inconsistent,0.2,1.0,0.2,1.0,0.8,1.0,1.0,0.6,0.8,1.0,0.0,0.0,1.0,0.8,0.2,0.2,0.8,0,['Statement A advocates for the wealth tax while statement B says such a tax would be harmful.'],['v3'],Contradiction,1.0,"['Factual inconsistency', 'Surface contradiction', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Factual inconsistency,Surface contradiction,"['Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency', 'Factual inconsistency']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Factual inconsistency,Indirect inconsistency,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,100,80,100
"Text 1: The surveillance state is undemocratic and is meant to intimidate people.

Text 2: Video surveillance must be increased in public areas to enhance safety.",Surface contradiction,100.0,"['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Inconsistent,Indirect inconsistency,Inconsistent,0.0,1.0,Surface contradiction,Inconsistent,Factual inconsistency,Inconsistent,Surface contradiction,Inconsistent,Inconsistent,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0,Unrelated,1.0,"['Factual inconsistency', 'Factual inconsistency', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']","['Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction', 'Surface contradiction']",Surface contradiction,Surface contradiction,"['Surface contradiction', 'Surface contradiction', 'Factual inconsistency', 'Surface contradiction', 'Surface contradiction']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Surface contradiction,Indirect inconsistency,Inconsistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,80,60,100
"Text 1: People with low incomes already can use transportation at reduced prices.

Text 2: Public transportation must be free for individuals with low income.",Consistent,40.0,"['Consistent', 'Indirect inconsistency', 'Surface contradiction', 'Surface contradiction', 'Consistent']",Consistent,Indirect inconsistency,Inconsistent,0.2,0.6,Factual inconsistency,Inconsistent,Consistent,Consistent,Factual inconsistency,Inconsistent,Inconsistent,0.0,0.6,0.4,0.4,0.0,0.6,0.6,0.2,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.4,0.0,0,0,0,Contradiction,0.5,"['Consistent', 'Consistent', 'Consistent', 'Consistent', 'Consistent']","['Factual inconsistency', 'Indirect inconsistency', 'Surface contradiction', 'Indirect inconsistency', 'Indirect inconsistency']",Consistent,Indirect inconsistency,"['Factual inconsistency', 'Surface contradiction', 'Factual inconsistency', 'Surface contradiction', 'Surface contradiction']","['Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency', 'Indirect inconsistency']",Surface contradiction,Indirect inconsistency,Consistent,Inconsistent,Inconsistent,Inconsistent,Inconsistent,100,60,100,60
"Text 1: A speed limit of 30 km/h should apply on more streets.

Text 2: The EU must impose legal limits on manager salaries.",Unrelated,100.0,"['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Unrelated,Unrelated,Unrelated,1.0,1.0,Unrelated,Unrelated,Consistent,Inconsistent,Unrelated,Unrelated,Inconsistent,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,"[""One is talking about speed limits and the other one about salaries, is pretty damn obvious, isn't it?"", 'Speed limits have got nothing to do with management.']","['v1', 'v2']",Unrelated,1.0,"['Consistent', 'Consistent', 'Unrelated', 'Unrelated', 'Unrelated']","['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Unrelated,Unrelated,"['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']","['Unrelated', 'Unrelated', 'Unrelated', 'Unrelated', 'Unrelated']",Unrelated,Unrelated,Unrelated,Unrelated,Unrelated,Unrelated,Consistent,100,100,60,100
